file name,name,smiles,EGFR.csv,ER-beta.csv,HER2.csv,NFKB.csv,PR.csv,molecular weight
EGFR+HER2.smi,50437870::HGGMHYCPDXPSRF-UHFFFAOYSA-N,c12ncnc3c2c(c[nH]3)CN(CCCN(C)C(=O)COc2cc(N1)ccc2OCCOC)C,-8.2,,-6.7,,,454.531
EGFR+HER2.smi,50437192::CWXDUDVELGRJRG-YUBGWGQWSA-N,O=S(=O)(c1ccc(CCNc2nc(nc3c2ncn3[C@H]2[C@@H]([C@H](O)[C@@]3(C(=O)NC)[C@@H]2C3)O)C#Cc2ccccc2)cc1)O,-9.4,,,,,588.646
EGFR+HER2.smi,50432394::GFSMRUUAQITBGI-QGZVFWFLSA-N,n1c(cc(cc1)n1c(nc2c1cccc2)c1cc(ccc1)O)N[C@@H]1CCCNC1,-10.3,,-9.9,,,385.471
EGFR+HER2.smi,50406094::BUFLTNKXAJNCHK-UHFFFAOYSA-N,c1cnc(nc1Nc1c(cccc1)n1nccn1)Nc1c(cc(c(c1)NC(=O)C=C)N1CCOCC1)OC,-8.5,,-8.2,,,513.562
EGFR+HER2.smi,50384872::DWMYQJBUFRLTQG-GORDUTHDSA-N,c12COC/C=C/CCOc3cc(-c4nc(ncc4C)Nc(c1)ccc2OCCN1CCCC1)ccn3,-9.8,,-8.7,,,487.604
EGFR+HER2.smi,50383198::JQKLADMYWZPROY-UHFFFAOYSA-N,n1(n(c(=O)c(c1C)C(=O)Nc1ncc(cc1)Oc1ccnc2c1ccc(c2)OC)c1ccccc1)C[C@@H](C)O,-9,,-9.3,,,525.565
EGFR+HER2.smi,50383195::NXVHOYBQFPQTBF-UHFFFAOYSA-N,n1(n(c(=O)c(c1C)C(=O)Nc1cc(c(cc1)Oc1ccnc2c1ccc(c2)OC)F)c1ccccc1)C[C@@H](CN)O,-8.9,,-9.3,,,557.582
EGFR+HER2.smi,50383175::JLKHWWQNUUOAOS-DEOSSOPVSA-N,n1(n(c(=O)c(c1[C@H]1NCCC1)C(=O)Nc1cc(c(cc1)Oc1ccnc2c1ccc(c2)OC)F)c1ccccc1)C,-10.4,,-10.5,,,553.594
EGFR+HER2.smi,50383174::IBWQJAQFQVORMS-QHCPKHFHSA-N,n1(n(c(=O)c(c1[C@H]1NCCC1)C(=O)Nc1ncc(cc1)Oc1ccnc2c1ccc(c2)OC)c1ccccc1)C,-9.5,,-10,,,536.592
EGFR+HER2.smi,50383173::QPYYLLKCTPKJEO-UHFFFAOYSA-N,n1(n(c(=O)c(c1[C@H]1OCCC1)C(=O)Nc1cc(c(cc1)Oc1ccnc2c1ccc(c2)OC)F)c1ccccc1)C,-9.4,,-10.3,,,554.578
EGFR+HER2.smi,50377682::KLKGDSNZDPZCMZ-SGDVHKFBSA-N,[C@@H]1([C@H]([C@H](n2cnc3c2nc(nc3NCc2cc(ccc2)C#CCCCC(=O)NCCN)Cl)[C@@H]2[C@@]1(C(=O)NC)C2)O)O,,,-9.7,,,581.077
EGFR+HER2.smi,50376982::HYBQECPBYZXFJO-AWEZNQCLSA-N,n1(c(=O)c2n(c(nc2cn1)NC[C@@H](N)C)CC#CC)Cc1nc(c2c(n1)cccc2)C,-8.3,,-9.8,,,416.489
EGFR+HER2.smi,50373796::CSAUVQDMXRETMK-UHFFFAOYSA-N,n1(cc(cc(c1=O)NC(=O)N1CC[C@@H](CC1)n1c(=O)[nH]c2c1cccn2)[C@@H]1C=NC=N1)C,-9.4,,-9.9,,,434.46
EGFR+HER2.smi,50373789::JBXZEOWVGDYXAC-UHFFFAOYSA-N,n1(cc(cc(c1=O)NC(=O)N1CCC(CC1)n1c(=O)[nH]c2c1cccn2)c1ccsc1)CCOC,-9.4,,-8.1,,,494.577
EGFR+HER2.smi,50373788::NRZFQXKEAHADEZ-UHFFFAOYSA-N,n1(cc(cc(c1=O)NC(=O)N1CCC(CC1)n1c(=O)[nH]c2c1cccn2)c1cccnc1)CCOC,-9.4,,-8.7,,,489.536
EGFR+HER2.smi,50373787::GYGWNQAEMBWBRJ-UHFFFAOYSA-N,n1(cc(cc(c1=O)NC(=O)N1CCC(CC1)n1c(=O)[nH]c2c1cccn2)c1[nH]ncc1)CCOC,-9.3,,-8.2,,,478.513
EGFR+HER2.smi,50371356::YURFZWNLXFKRFO-RBBKRZOGSA-N,[C@H]1(CN(C[C@@H]1C(=O)NO)S(=O)(=O)C)NC(=O)c1ccc(cc1)OCc1cc(nc2c1cccc2)C,-9.3,,-8.9,,,498.561
EGFR+HER2.smi,50370591::DKOQGJHPHLTOJR-VWDXTOPWSA-N,C1(=C(N2[C@H](SC1)[C@H](C2=O)NC(=O)/C(=N\OC)/c1nc(sc1)N)C(=O)[O-])C[n+]1cccc2c1CCC2,-7.9,,-7.7,,,514.589
EGFR+HER2.smi,50368947::OPLGZJVKEDSAIX-HMBWOLLMSA-N,n1([C@H]2[C@@H]([C@@H]([C@H](O2)C(=O)NC2CC2)O)O)c2c(nc1)c(ncn2)NCCc1cn(c2c1cccc2)Cc1c(OC)cccc1,-10.5,,-9.9,,,583.649
EGFR+HER2.smi,50364149::AXXAQAKCIIGJEY-UHFFFAOYSA-N,n1(cnc2c(c1=O)n(c(c2C#N)N1CCNCCC1)CC#CC)Cc1nc2c(cn1)cccc2,-8.3,,-9.7,,,452.522
