32937::JHHFYFVKAWMPMY-UHFFFAOYSA-N,-9.1
34628::KDTXZMQLDJGXRG-UHFFFAOYSA-N,-8.5
34708::LXKCKCXTVCHHDJ-UHFFFAOYSA-N,-8.5
34844::FNGQKPUCMMQDJX-ACCUITESSA-N,-9.3
36894::CYSOFAOLQAYKGU-UHFFFAOYSA-N,-10.5
36942::DHAVRAFTIHOFPT-UHFFFAOYSA-N,-8.4
36977::BYOCOYUOOYDABR-UHFFFAOYSA-N,-8.6
37220::GWUYHWSWTKOILT-UHFFFAOYSA-N,-9.4
37478::JBLGCZDPPLPWSW-UHFFFAOYSA-N,-7.9
37796::JTILLJJRJYGQQA-UHFFFAOYSA-N,-6.9
38855::JBKWIIRGZGWOGD-UHFFFAOYSA-N,-9.1
38961::XEXLJHXWQVDFRD-UHFFFAOYSA-N,-7.9
38964::XHJJPQRLFFDDTQ-UHFFFAOYSA-N,-7.7
39001::DQKJOHPFSRRCND-UHFFFAOYSA-N,-7.6
39028::XRLOVVNQWKZVHK-UHFFFAOYSA-N,-8.0
39031::CWEXNJGCFLHLPU-UHFFFAOYSA-N,-7.7
39032::ODZPTRODOSVYCM-UHFFFAOYSA-N,-8.4
39099::WAIDGCCWBIIWOI-UHFFFAOYSA-N,-7.5
39548::SWGLEZWLVBJBAG-UHFFFAOYSA-N,-7.7
39891::NVYKPHJLAKEQBY-UHFFFAOYSA-N,-8.1
40327::FUQIDMBYRBVIOB-UHFFFAOYSA-N,-8.6
42891::OAHFVOHJAPTOMZ-UHFFFAOYSA-N,-7.4
42971::YLOKWKMPODCMBQ-UHFFFAOYSA-N,-8.4
43054::LSFVQNRVOSBHHU-UHFFFAOYSA-N,-8.1
43368::DFTATZQBDBNHLQ-UHFFFAOYSA-N,-4.8
43677::HHHKLXMFVXBOOO-UHFFFAOYSA-N,-8.1
43683::MDRFRNBHBAVMDP-UHFFFAOYSA-N,-8.9
43691::YIIRDIPPHCEEIS-UHFFFAOYSA-N,-7.1
43694::XJLOPESLGPYBCK-UHFFFAOYSA-N,-9.2
43697::DEDXOELQYHNPFM-UHFFFAOYSA-N,-7.8
43699::NWYDYWIKCRKCTG-UHFFFAOYSA-N,-7.5
43711::JICZNRHKLQRCIO-UHFFFAOYSA-N,-8.1
43713::DREJKTHWTXGHSR-UHFFFAOYSA-N,-8.7
43717::GUIVINMKNHTJJH-UHFFFAOYSA-N,-7.8
43723::HEAFXLZWNUOLNQ-UHFFFAOYSA-N,-8.4
43724::QFUWYKOBXSPPCA-UHFFFAOYSA-N,-8.1
43742::SNCINWPVLVFPAL-UHFFFAOYSA-N,-8.7
43824::QEZKNEHWQLCNBC-UHFFFAOYSA-N,-7.3
43966::ZGYRGRPALXURFX-UHFFFAOYSA-N,-9.3
43988::PCCRWEOFDVVJMW-UHFFFAOYSA-N,-8.7
44029::OYNPXIXTIZKUSJ-UHFFFAOYSA-N,-7.6
44957::GOGMULHCVISZHY-UHFFFAOYSA-N,-10.6
45038::VYYPBEXDHXDDBI-UHFFFAOYSA-N,-7.2
45207::YSAZIPKYNXBRRQ-UHFFFAOYSA-N,-8.2
45224::ARHMZWNRRHIBER-UHFFFAOYSA-N,-8.2
45450::AUKGEVZMXPNOHI-UHFFFAOYSA-N,-7.7
45537::NPJCZPMYQRFMMB-UHFFFAOYSA-N,-7.8
46002::YZBDZUOXXAUYMV-UHFFFAOYSA-N,-8.2
46292::VQAXRPAGHNBDHU-UHFFFAOYSA-N,-8.4
46344::NLCURIHWDCRJLW-UHFFFAOYSA-N,-8.4
46363::URRAEHCQHZSLIK-UHFFFAOYSA-N,-9.9
46406::KISJVMYBWGOWDW-UHFFFAOYSA-N,-8.9
46837::SGORBAQMQITZST-UHFFFAOYSA-N,-8.5
48117::AXKUQSSQUNVUGK-UHFFFAOYSA-N,-7.1
48121::LEZYJXVGFRIPMV-UHFFFAOYSA-N,-7.8
48130::KJHWKDQUKVWXNT-UHFFFAOYSA-N,-8.0
48139::XXNRFLLWEUTAAC-UHFFFAOYSA-N,-9.7
48145::TXQDHEIXMMNOAS-UHFFFAOYSA-N,-8.4
48146::SPMLEQUEEPDDPQ-UHFFFAOYSA-N,-8.0
48155::OOQFUDGMLSSZNX-UHFFFAOYSA-N,-7.7
48172::GEZFTJBSAPYQBR-UHFFFAOYSA-N,-8.7
48181::UHINWAUZILGLLU-UHFFFAOYSA-N,-7.4
48184::HFKZYMPEMMAFOG-UHFFFAOYSA-N,-8.5
48198::LLDGJJJHJCIBCL-UHFFFAOYSA-N,-8.1
48222::DDWOEYMOEDHDFN-UHFFFAOYSA-N,-8.3
48231::GOARQAIUWMZDRT-UHFFFAOYSA-N,-8.6
48251::UMKXUOBDVFCPCL-UHFFFAOYSA-N,-8.0
48252::GCKSUKDFZLOFMQ-UHFFFAOYSA-N,-7.6
48253::COTWRSICYODUHN-UHFFFAOYSA-N,-7.9
48260::HEYRZXKTUUUXKL-UHFFFAOYSA-N,-8.2
48263::ORUBCBWGYIJEPT-UHFFFAOYSA-N,-8.6
48270::QXOSABCPDHNIAL-UHFFFAOYSA-N,-8.6
49168::OADDHNXPPJJDIZ-UHFFFAOYSA-N,-9.1
49171::JNFWHHDYBSBYJJ-UHFFFAOYSA-N,-7.6
49172::ZSNGKUGMABAGTO-UHFFFAOYSA-N,-7.6
49173::OEBBWBXOACRBRL-UHFFFAOYSA-N,-8.3
49174::HNDBTGRZKRHNHB-UHFFFAOYSA-N,-8.1
49175::WSDSYENNNXQWGH-UHFFFAOYSA-N,-8.3
49176::JMBZNSQGQKVUPF-NTEUORMPSA-N,-7.5
49177::FHPWUMPMAJGLKK-UHFFFAOYSA-N,-7.4
49178::XGFSMZXKICHIGP-UHFFFAOYSA-N,-7.5
49179::OGNUBOJENHRFOZ-UHFFFAOYSA-N,-7.2
49185::BPECMASLXQFQDL-UHFFFAOYSA-N,-8.7
49187::GALZBNGVPMGKTI-UHFFFAOYSA-N,-8.5
49191::XUMBGCZVZULYKW-UHFFFAOYSA-N,-7.9
49192::VQCJKHVVHKVDCH-UHFFFAOYSA-N,-7.1
49193::RLXXBBHXOBWALJ-UHFFFAOYSA-N,-7.3
49196::YNXUOZQWIMSWGH-UHFFFAOYSA-N,-7.5
49198::ZZXVQKQWUPAJOI-UHFFFAOYSA-N,-6.8
49200::PFHOKGPUCYXQHX-UHFFFAOYSA-N,-8.4
49211::LZOCRTGDFVXVLX-UHFFFAOYSA-N,-7.6
49216::WWHQWVQIQOJOSU-UHFFFAOYSA-N,-8.0
49217::YOZPQVTVHKUPCG-WDJVGNLWSA-N,-7.7
49219::WPEMSLLHFQQWKZ-UHFFFAOYSA-N,-7.7
49224::UHLNJOPKVUCCER-RIYZIHGNSA-N,-7.7
49225::DVVFBWOFBXMYAZ-UHFFFAOYSA-N,-8.6
49227::BHAIJGZQJXALAJ-UHFFFAOYSA-N,-9.4
49230::GXQVFGHDBTVPLR-UHFFFAOYSA-N,-8.7
49232::SYSWBWBAHACCDD-UHFFFAOYSA-N,-9.2
49238::NLPLVUBYNFRJNT-UHFFFAOYSA-N,-8.9
49241::HYXXORLKYUZUGN-UHFFFAOYSA-N,-7.7
49242::SIZJYRXMWAENKH-UHFFFAOYSA-N,-9.6
49243::KQTRFZPOCHAMMM-UHFFFAOYSA-N,-8.9
49245::RRNKCJQPYDIZPC-UHFFFAOYSA-N,-8.0
49247::WVSVHWLLYNJIRR-UHFFFAOYSA-N,-8.9
49251::YMFULVYIDPAIIM-UHFFFAOYSA-N,-8.2
49255::OTMSGGRGWSIHPW-UHFFFAOYSA-N,-9.2
49259::FXBISMLJWSAZKK-UHFFFAOYSA-N,-8.4
49266::XNRFSWILXRBIBM-UHFFFAOYSA-N,-7.6
49267::POCZFCNKSNMGGC-UHFFFAOYSA-N,-7.7
49268::AFAYRZODNQXEMT-UHFFFAOYSA-N,-8.2
49270::XDUQPIIEEWRWQW-UHFFFAOYSA-N,-8.0
49272::RQGHLASMYPXWEW-UHFFFAOYSA-N,-8.5
49274::XLNZVICEBHDPRL-UHFFFAOYSA-N,-8.1
49275::UZUWOKVIPPJUMN-UHFFFAOYSA-N,-8.7
49276::WLGREDWSSSRFCV-UHFFFAOYSA-N,-7.8
49283::FONOUOJTRFKLOG-UHFFFAOYSA-N,-8.4
49288::OSWCDUQDLSLAGR-UHFFFAOYSA-N,-7.5
49290::VSOIQYGPNDWVAW-UHFFFAOYSA-N,-7.7
49296::SMHBLCFXCWISPZ-UHFFFAOYSA-N,-8.3
49303::BFCDSWDRSWYOSX-UHFFFAOYSA-N,-7.7
49307::PVFGMJONQCMETJ-UHFFFAOYSA-N,-8.7
49310::BNIZLSQZHMETFW-UHFFFAOYSA-N,-7.4
49313::KXYHGNKHUGEKJC-UHFFFAOYSA-N,-7.7
49314::SMBUIMBHIVLXDM-UHFFFAOYSA-N,-8.3
49315::FZCGJEZSWYCTDC-UHFFFAOYSA-N,-8.4
49318::YODJPJHMTQNTDA-UHFFFAOYSA-N,-9.5
49326::LAKVKBJIBAZHNO-UHFFFAOYSA-N,-7.9
49332::KPCXPWQRKNQBMW-UHFFFAOYSA-N,-9.2
49337::KFRUKJKGQSVNAD-UHFFFAOYSA-N,-8.5
49340::WQYVSCOZKKSBGE-UHFFFAOYSA-N,-7.9
49346::IJJVPMHKKLHRRK-UHFFFAOYSA-N,-8.6
49348::UDBRHPCMIXCPEW-UHFFFAOYSA-N,-8.5
49351::HKTMXBUQDTYWOK-SREVYHEPSA-N,-7.4
49352::DWGNPBBEALVNIR-UHFFFAOYSA-N,-8.0
49355::JJZXIMHWWAENGR-UHFFFAOYSA-N,-8.1
49357::ZYWYGWRRHDDHSN-UHFFFAOYSA-N,-9.5
49373::AGCZLPSWSLXJRK-UHFFFAOYSA-N,-9.3
49376::GNUGUUFOOMYNGW-UHFFFAOYSA-N,-7.9
49377::RZYSPXGJWXYPRK-UHFFFAOYSA-N,-8.5
49381::AUWIYYMLXLLRIY-UHFFFAOYSA-N,-8.2
49383::XXLNVRGXECGOQP-UHFFFAOYSA-N,-7.9
49384::VRBKPKWGXXFMMS-UHFFFAOYSA-N,-8.4
49385::MKMRZZJJDIBAJF-UHFFFAOYSA-N,-8.4
49388::MLQFOEOUNIRULR-UHFFFAOYSA-N,-8.3
49391::WAXYLNFKWFMYDT-UHFFFAOYSA-N,-8.5
49392::JSZUFXOHXIQNRZ-UHFFFAOYSA-N,-8.6
49393::YOLSZCDGNJWZDU-UHFFFAOYSA-N,-9.1
49399::QLLJJRSZQXRNKB-UHFFFAOYSA-N,-7.8
49403::QGSFDXOMOOGDSK-UHFFFAOYSA-N,-8.5
49406::IJSRZRBTLZHKOY-UHFFFAOYSA-N,-8.9
49409::UXXUARUEKHWPFH-UHFFFAOYSA-N,-9.5
49417::PVTFJDBNPHDFLU-UHFFFAOYSA-N,-7.2
49424::GBQUOUSKDRVTGB-UHFFFAOYSA-N,-9.6
49427::PLDCNWAHXGCESB-UHFFFAOYSA-N,-7.5
49428::IWYGDRLKYNYTDM-UHFFFAOYSA-N,-7.3
49429::OGBLOJSCXQEWJM-UHFFFAOYSA-N,-7.3
49435::JIGCTQPJIYHTJG-QXMHVHEDSA-N,-8.0
49436::JWUSODRJBIHNGF-UHFFFAOYSA-N,-8.6
49441::SIKKEOGGTOBKQT-UHFFFAOYSA-N,-9.1
49446::CKJWIQLBSOVGOK-UHFFFAOYSA-N,-8.6
49448::NXEXJDFVTZWVIM-UHFFFAOYSA-N,-8.4
49449::GPAJRVJSKFCBGU-UHFFFAOYSA-N,-7.6
49450::HLVKHXITUYLIIC-UHFFFAOYSA-N,-8.5
49452::SODHRHDNLVKYGS-UHFFFAOYSA-N,-7.3
49453::JMBZNSQGQKVUPF-ZROIWOOFSA-N,-7.7
49457::RXFDLNWXSYKJNN-UHFFFAOYSA-N,-8.2
49458::AASRUAOBYASXDX-UHFFFAOYSA-N,-8.6
49462::TZSNULCNLNBRID-UHFFFAOYSA-N,-9.6
49463::GBBKVUHCQSZBSW-FMIVXFBMSA-N,-9.0
49464::OQOQNULQSFFCLL-UHFFFAOYSA-N,-7.7
49465::VQQQTTKPKNHMMQ-UHFFFAOYSA-N,-9.1
49475::DQNLRFRBAWCJHQ-UHFFFAOYSA-N,-8.8
49476::RUIPKSPWZDGKPE-UHFFFAOYSA-N,-7.9
49484::NAVZSNBQDOGYKD-UHFFFAOYSA-N,-7.8
49488::NRPONSWDLHTVNL-UHFFFAOYSA-N,-7.8
49493::PCLHOEDIIPVWHU-UHFFFAOYSA-N,-7.2
49496::KQEQIFYCQQRXHB-WQLSENKSSA-N,-8.0
49501::NNAYSEVTPCELNP-ONEGZZNKSA-N,-6.2
49507::BWUREMXPFYRLHH-UHFFFAOYSA-N,-8.2
49510::WUZIJPGCMZHMKD-UHFFFAOYSA-N,-9.3
49511::OUMOCZYTTNFGNH-UHFFFAOYSA-N,-8.8
49515::CKNIIOAKIHAOKN-UHFFFAOYSA-N,-8.9
49518::DDSJNCADPJQCOX-CMDGGOBGSA-N,-8.6
49521::YSVDSHLYEYRMLP-UHFFFAOYSA-N,-8.7
49522::YEEQAINIFYGZHS-UHFFFAOYSA-N,-7.6
49524::RMPFGTFUIRUOAO-UHFFFAOYSA-N,-8.3
49526::RPERTJXOKYNHRL-UHFFFAOYSA-N,-8.5
49527::JNIKBIGFLOGBCG-UHFFFAOYSA-N,-9.2
49528::MJEQKJODPGHXBV-UHFFFAOYSA-N,-7.1
49532::XWLIMTFPYMGWEB-UHFFFAOYSA-N,-8.5
49533::FVPAGAJMZNUMER-UHFFFAOYSA-N,-8.4
49537::LYKAGXGFTIZTGB-UHFFFAOYSA-N,-8.8
49538::GDIGEJBUPDZKNJ-UHFFFAOYSA-N,-7.1
49540::MEAHBJZHTOKGMH-OUKQBFOZSA-N,-8.8
49541::JTYKDXRADVCINF-DHZHZOJOSA-N,-7.7
49546::ATXRRRCIHZTEEH-UHFFFAOYSA-N,-8.1
49558::AVBZXBHISHNGAT-UHFFFAOYSA-N,-7.1
49559::NUEOQLXPVLVOIQ-UHFFFAOYSA-N,-7.2
49560::OBDCJJZZJUNMCZ-UHFFFAOYSA-N,-6.7
49562::RJZXUYGPSPYBIO-UHFFFAOYSA-N,-7.1
49564::IPCXCPLOFCSSCH-UHFFFAOYSA-N,-9.3
49568::WMQHASAZWNJAAN-JXMROGBWSA-N,-9.2
49573::IFELZHLIAFEBIF-UHFFFAOYSA-N,-7.0
49574::DBIXCVADFDLNNY-NTMALXAHSA-N,-7.3
49576::LTPKGLBZIVLTAJ-UHFFFAOYSA-N,-8.3
49577::XIOUMKTZXVWOPP-UHFFFAOYSA-N,-10.3
49580::OWXNHUCPLICVCC-UHFFFAOYSA-N,-8.9
49587::FBXQBNOGCILJCD-UHFFFAOYSA-N,-9.3
49588::KLWWLRRDDYPSEM-UHFFFAOYSA-N,-8.7
49590::MJJZLSVPCYSHOE-UHFFFAOYSA-N,-9.2
49591::INBQBKLALFQSEW-UHFFFAOYSA-N,-8.9
49596::GJLRIWPBWOADFG-PKNBQFBNSA-N,-9.3
49599::DSQUEWQBEMJORZ-BENRWUELSA-N,-8.2
49600::HWYBRHKYOVZRQM-UHFFFAOYSA-N,-7.3
49601::FZXSLBFREPQCLT-UHFFFAOYSA-N,-7.4
49603::LWQAMKASNJJQHH-UHFFFAOYSA-N,-8.3
49605::SUBZYLZMYNBQLW-UHFFFAOYSA-N,-8.3
49606::WBCUXTKEIVNLNS-UHFFFAOYSA-N,-8.3
49607::LZVDHDHLNVWARW-UHFFFAOYSA-N,-7.9
49609::CMRJNXIGRAVTPW-UHFFFAOYSA-N,-9.2
49611::UNYGDCTUOSFBMJ-MDZDMXLPSA-N,-7.7
49619::VTJCQKDJERZXFP-RVDMUPIBSA-N,-8.8
49622::YPVPTDGLGFOXBD-UHFFFAOYSA-N,-9.0
49623::LDYNUQMYVUEJNR-UHFFFAOYSA-N,-9.6
49624::HMUCHQYMOGTZPN-UHFFFAOYSA-N,-9.4
49625::YYCYTYFYPONJSL-GQCTYLIASA-N,-7.4
49626::FEUSUMOGHXMVBM-UHFFFAOYSA-N,-9.2
49631::HQGLOCBEIOZESH-UHFFFAOYSA-N,-8.1
49636::AGFMCRQYCDIVNO-BQYQJAHWSA-N,-8.2
49640::XMHTUTLCTOYCSL-UHFFFAOYSA-N,-8.8
49642::CUJWDMGQMDFVSX-UHFFFAOYSA-N,-7.5
49644::WTRJNEICFURGNX-UHFFFAOYSA-N,-8.2
49645::LXQCSZJGSMDNLU-DEBOTBKDSA-N,-8.1
49646::PFWMKUCOKZAXMK-UHFFFAOYSA-N,-9.6
49649::HHESFLBXVRUSCG-UHFFFAOYSA-N,-8.9
49650::UIMNDLRADBDQMF-UHFFFAOYSA-N,-9.0
49652::FWGNVHOQUMHFRD-UHFFFAOYSA-N,-8.9
49657::ARFHVPIUSIFBRQ-UHFFFAOYSA-N,-9.0
49659::UTGKVWWQUXHNRC-UHFFFAOYSA-N,-9.0
49660::LIOCFOVPVPJWBE-UHFFFAOYSA-N,-7.3
49661::XVXVUZIONWAVTF-UHFFFAOYSA-N,-8.0
49662::TYDFMELDUQFLME-UHFFFAOYSA-N,-9.6
49665::AAQZGOOBPBBYOB-UHFFFAOYSA-N,-7.3
49667::OKUDLRWYVQPPKQ-UHFFFAOYSA-N,-9.2
49668::RKZJUALOEXMNPN-UHFFFAOYSA-N,-8.8
49669::IMCXFYMTGQKLQT-UHFFFAOYSA-N,-8.1
49676::NJDHUEMYUNJCEC-UHFFFAOYSA-N,-7.2
49677::KALOAZLRXMEBKH-UHFFFAOYSA-N,-9.3
49687::WERYBLQJNJVGPJ-UHFFFAOYSA-N,-8.2
49688::HPEAXPIIVLRUOF-UHFFFAOYSA-N,-7.3
49693::WTSPUFXAMKYVDI-UHFFFAOYSA-N,-9.2
49695::QRXSQVYWOHPGET-UHFFFAOYSA-N,-7.1
49696::UPAXMDOPLJIKTL-UHFFFAOYSA-N,-7.5
49698::YBBITEUFVRDJFO-UHFFFAOYSA-N,-7.6
49699::AMWCIUSDQZXUTB-UHFFFAOYSA-N,-7.6
49700::RCUBJVBTFOLMQT-UHFFFAOYSA-N,-8.7
49701::MEOGKJOTLWVCRS-RMKNXTFCSA-N,-8.5
49704::ORQJIVSPWGJCOJ-UHFFFAOYSA-N,-7.4
49706::YOCKTWWDELEBHF-UHFFFAOYSA-N,-7.9
49707::CHSUTTNHPMSNBD-UHFFFAOYSA-O,-8.6
49709::WNVXVNNEPBOOBI-UHFFFAOYSA-N,-8.6
49712::BYPPFGHLKCGJBZ-CMDGGOBGSA-N,-8.6
49715::ZNFUABFFPMZGHF-UHFFFAOYSA-N,-8.5
49717::BZEJXMJMGPGMGL-UHFFFAOYSA-N,-8.9
49727::TXVKMIKESSPRPB-UHFFFAOYSA-N,-7.5
49728::MXMWOJAICKJTNO-UHFFFAOYSA-N,-7.9
49734::KXGQBUMNCIRMHK-UHFFFAOYSA-N,-9.1
49737::PUIANGFXJAMSMY-UHFFFAOYSA-N,-9.0
49740::RMJHQISSIJTTAF-UHFFFAOYSA-N,-7.3
49744::HVWMIWALOMXMOR-UHFFFAOYSA-N,-8.6
49747::GSXWDYQASHDPLR-UHFFFAOYSA-N,-8.8
49748::RGKXTQDKMIXDHN-UHFFFAOYSA-N,-8.3
49749::JMJJVRWXOLWQEO-UHFFFAOYSA-N,-9.5
49752::AFUHQKWBXCCDKC-UHFFFAOYSA-N,-8.2
49755::YDWPHFIHGDNAQY-UHFFFAOYSA-N,-7.7
49756::ITDCLDSJQGMOFG-VOTSOKGWSA-N,-8.5
49757::NAZWMGNYMJBXAY-UHFFFAOYSA-N,-9.0
49760::UVPDKBTVSFHGAI-CMDGGOBGSA-N,-8.1
49761::PGXXASGVJSODES-UHFFFAOYSA-N,-8.0
49763::MXQOUXZQAKJDCN-UHFFFAOYSA-N,-8.5
49767::YGMVUJGLTNKWJJ-UHFFFAOYSA-N,-8.8
49771::UQGDGKXDRXRBGM-BOPFTXTBSA-N,-8.1
49772::DHJVUYGFVUBFEN-UHFFFAOYSA-N,-8.4
49775::GADVRFSWDPZFDZ-UHFFFAOYSA-N,-7.1
49776::MLDSGYHSDRVLMW-UHFFFAOYSA-N,-9.4
49777::XEOBUSLELWJDNO-UHFFFAOYSA-N,-8.5
49783::BRXGLJRYBLLDGV-UHFFFAOYSA-N,-7.9
49790::ANPBQRLTTXYNDB-UHFFFAOYSA-N,-8.4
49791::PRKYZLCHKBDJKO-UHFFFAOYSA-N,-7.4
49795::IDBXZOQWCPFYCP-UHFFFAOYSA-N,-9.0
49800::PFEZXYMRBDWBSS-UHFFFAOYSA-N,-8.0
49801::HKAJWBYPYGPLQV-UHFFFAOYSA-N,-7.8
49803::MROIECGIYKVCQE-UHFFFAOYSA-N,-8.6
49805::ZNYHMSCZUCMHEP-UHFFFAOYSA-N,-8.7
49809::BLVJYZMMPDHHHO-UHFFFAOYSA-N,-9.2
49811::AAMPIRQLXWIYCV-UHFFFAOYSA-N,-8.4
49814::IWQSVMPGXSAKEG-UHFFFAOYSA-N,-8.1
49818::LDWKCVQXEBTMGZ-UHFFFAOYSA-N,-8.6
49821::XFKOYDDSKXSDCN-UHFFFAOYSA-N,-7.5
49823::QQDPRGVPYOPPBA-UHFFFAOYSA-N,-7.5
49824::QJFIHMHMBUXRIV-UHFFFAOYSA-N,-8.8
49826::NLKJTMPQVBEKQW-UHFFFAOYSA-N,-8.7
49827::FMJHSFKDRAECLG-UHFFFAOYSA-N,-7.9
49833::AAYBTXIBUFVFKT-UHFFFAOYSA-N,-7.8
49837::MFTIGMUEIADPNR-UHFFFAOYSA-N,-7.2
49839::JNGXZFTYKGXDPW-UHFFFAOYSA-N,-8.5
49841::FIYDVRRMDBALPQ-UHFFFAOYSA-N,-8.5
49842::BJYYHHKSGZGCMU-UHFFFAOYSA-N,-9.7
49843::LHSBXVPXMHPJAV-UHFFFAOYSA-N,-7.4
49846::LUWUGYXTIVKHKC-UHFFFAOYSA-N,-7.8
49848::HQCSEBMTQFZDPS-UHFFFAOYSA-N,-9.5
49853::IKXXSRXDFHGKST-UHFFFAOYSA-N,-7.6
49854::HZBDAVMNPPHHJW-UHFFFAOYSA-N,-8.9
49856::NZHUERBYLQEBRG-UHFFFAOYSA-N,-8.3
49857::BBLMWNRDFUEGRR-UHFFFAOYSA-N,-7.8
49860::DCCNIOKRCSFGQE-UHFFFAOYSA-N,-8.8
49863::YBFDLDMEBSLOTC-UHFFFAOYSA-N,-7.6
49864::DMCHPRUHSKDTLW-UHFFFAOYSA-N,-7.3
49867::QYMPACHMHMQLTD-UHFFFAOYSA-N,-7.8
49872::OGUUKABKEJRXBQ-UHFFFAOYSA-N,-10.0
49876::DRDQAVPREDVABO-UHFFFAOYSA-N,-7.7
49879::CSJVNRFDBUOBAF-UHFFFAOYSA-N,-8.4
49882::BEUFDGUFNAXBJT-UHFFFAOYSA-N,-7.5
49884::RXKONCCSUNTPRJ-UHFFFAOYSA-N,-9.0
49889::UWHDIVYSYWNAEV-YPKPFQOOSA-N,-6.7
49893::RCADKVTVAAPSMP-UHFFFAOYSA-N,-7.5
49898::MLBOFVIJSTYQSB-UHFFFAOYSA-N,-7.9
49901::NXYDIDCWFYLWKZ-UHFFFAOYSA-N,-8.8
49903::DTVVDWOJSTZXJT-UHFFFAOYSA-N,-9.6
49908::GRAYRERDOKLXBX-UHFFFAOYSA-N,-8.8
49914::YRKFTAOXJUOJBI-UHFFFAOYSA-N,-8.5
49917::HCCADCGJTAFYPW-UHFFFAOYSA-N,-8.8
49918::XPNYSLWURLUYQK-UHFFFAOYSA-N,-8.4
49919::YOHNPFLZJOVIFV-UHFFFAOYSA-N,-7.4
49920::ANQAPBLHXFJUMQ-UHFFFAOYSA-N,-9.6
49924::IUHJXLFNKATJBA-UHFFFAOYSA-N,-8.2
49927::ZKCTVUIHLQBAJW-ZZXKWVIFSA-N,-7.7
49928::UOMHXJATZSSWTG-UHFFFAOYSA-N,-7.3
49934::OPECBHGHSFBITB-UHFFFAOYSA-N,-8.3
49936::MUWJOFSEIPDOJP-UHFFFAOYSA-N,-7.6
49939::JJBFYJBFVBZYLJ-UHFFFAOYSA-N,-7.8
49942::BVLRTFQTEBGFHN-UHFFFAOYSA-N,-9.2
49959::JLHFRTYOQNRVGP-BTTZNLARSA-N,-7.4
49960::DAMFAIOELYWARL-UHFFFAOYSA-N,-6.4
49961::LBWPCZTVTPYTMF-UHFFFAOYSA-N,-9.5
49962::JKINYHZVWPTNHP-UHFFFAOYSA-N,-6.6
